ID,AREA_calc,Total.N.19.11,PopDen1900,PopDen1910,PopDen1920,PopDen1930,PopDen1940,PopDen1950,PopDen1960,PopDen1970,PopDen1980,PopDen1990,PopDen2000,PopDenEst2007,Income1999,Dist2PortM,RdLengthKM,Forestland,HostSppCnt,TreeDen,ABL_pres,ALB_pres,AOW_pres,BBD_pres,BC_pres,BEBB_pres,BL_pres,BM_pres,BVW_pres,BWA_pres,CB_pres,CBT_pres,CDC_pres,CHS_pres,CS_pres,DED_pres,DWA_pres,EAB_pres,EFW_pres,EHS_pres,EL_pres,ELB_pres,ELC_pres,ELM_pres,EP_pres,EPLR_pres,EPNM_pres,EPS_pres,EPSM_pres,ESB_pres,ESGA_pres,ESN_pres,EWLS_pres,GM_pres,GSA_pres,HWA_pres,IBT_pres,IPS_pres,IWLB_pres,JB_pres,JCLB_pres,JS_pres,LC_pres,LS_pres,LW_pres,MAS_pres,MPB_pres,MPEB_pres,MW_pres,OS_pres,OW_pres,PFW_pres,PHM_pres,POCRD_pres,PRR_pres,PS_pres,PSB_pres,PT_pres,PWB_pres,RLP_pres,RPBB_pres,RPS_pres,SB_pres,SC_pres,SEEBB_pres,SM_pres,SOD_pres,SWW_pres,WM_pres,WPBR_pres,WS_pres,CRS_pres,EBB_pres,GOS_pres,CCS_pres,SBS_pres,SJS_pres,PTB_pres,X_coord,Y_coord
9209,8970293124,0,-0.321589272,-0.311636528,-0.311126684,-0.313570538,-0.307669002,-0.301980034,-0.293740383,-0.295191365,-0.288204887,-0.28350452,-0.270661999,-0.266164654,-0.463016041,1.29289568,-0.087025924,0.727652952,-0.714863171,-0.159022558,0,0,0,0,0,1,1,0,1,0.52253936,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.52253936,0.52253936,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1697832.02,1217313.635
9210,6227389434,0,-0.310916731,-0.295496794,-0.299807376,-0.305186182,-0.30472261,-0.305990626,-0.306705857,-0.308251382,-0.29793432,-0.29665079,-0.288101024,-0.286636827,-0.284977837,1.324093228,-0.144161355,0.880213288,-0.568488822,-0.159022558,0,0,0,0,0,1,1,0,1,0.674241229,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.674241229,0.674241229,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1647832.02,1217313.635
9381,11494617905,0,-0.324705678,-0.318762322,-0.315556711,-0.315152459,-0.310618112,-0.307814226,-0.310504111,-0.310424538,-0.305543292,-0.30329227,-0.298234378,-0.29809205,-0.70936958,1.388320705,-0.553611578,2.262122531,-0.577172474,-0.159022558,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1697832.02,1267313.635
9382,6301886334,0,-0.314429216,-0.297759675,-0.30148346,-0.305826433,-0.304565587,-0.306010985,-0.307015008,-0.307807768,-0.292541656,-0.289814223,-0.278603069,-0.276510484,-0.53560466,1.365550105,-0.534146827,1.675975861,-0.482451535,-0.159022558,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1647832.02,1267313.635
9553,11494617905,0,-0.324705678,-0.318762322,-0.315556711,-0.315152459,-0.310618112,-0.307814226,-0.310504111,-0.310424538,-0.305543292,-0.30329227,-0.298234378,-0.29809205,-0.70936958,1.388320705,-0.553611578,2.262122531,-0.577172474,-0.159022558,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1697832.02,1317313.635
9554,10273618170,0,-0.32076256,-0.308506577,-0.308053831,-0.309365408,-0.305581435,-0.303845869,-0.30623117,-0.306424673,-0.296646112,-0.293917096,-0.28530421,-0.284262429,-0.632759694,1.381548289,-0.520200533,2.078698329,-0.560517189,-0.159022558,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1647832.02,1317313.635
9039,4947876737,6450021.501,-0.271888141,-0.189177448,-0.189417296,-0.182961308,-0.169535735,-0.124716461,-0.079100079,-0.068820551,0.001586753,0.025729488,0.107115582,0.157731787,0.005302364,1.325160057,0.264070003,1.036342595,-0.366073864,-0.126864994,0,0,0,0,0,1,0.815344559,0,1,0.358087074,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.358087074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0.815344559,1,0,0.815344559,1,0,0,0,0,0,1,1,0,0,0,1,0.815344559,0,0,0,0,0,1,0.815344559,-1597832.02,1167313.635
9211,5296416963,0,-0.267945295,-0.178149584,-0.17391827,-0.167478912,-0.153628244,-0.10113456,-0.049471019,-0.042231923,0.021407043,0.041699793,0.10537159,0.143511316,-0.085651159,1.338076385,0.10766706,0.952280017,-0.403589681,-0.159022558,0,0,0,0,0,1,1,0,1,0.439184968,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.439184968,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1597832.02,1217313.635
9383,5580348032,0,-0.317038675,-0.297187689,-0.293595527,-0.296640505,-0.295663704,-0.296253076,-0.297860788,-0.299701167,-0.280691722,-0.277591854,-0.261534431,-0.257771417,-0.421979859,1.3826308,-0.563798063,1.303603687,-0.449611653,-0.159022558,0,0,0,0,0,1,1,0,1,0.636372656,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.636372656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1597832.02,1267313.635
9384,5018449632,25276894.37,-0.323345821,-0.302166104,-0.297301476,-0.298786348,-0.29529484,-0.296289505,-0.29670776,-0.297330327,-0.279657964,-0.27531972,-0.257619821,-0.251632302,-0.369360731,1.411993846,-0.615896077,1.406581702,-0.419275253,-0.058247092,0,0,0,0,0,1,0.555372599,0,1,0.353423936,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.353423936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0.555372599,1,0,0.555372599,1,0,0,0,0,0,1,1,0,0,0,1,0.555372599,0,0,0,0,0,1,0.555372599,-1547832.02,1267313.635
9555,6610599283,0,-0.308933141,-0.277739176,-0.28554507,-0.292004163,-0.290471321,-0.291940736,-0.293412278,-0.294425014,-0.269954428,-0.265791422,-0.246513498,-0.242773344,-0.402928793,1.361230932,-0.419966858,1.528422761,-0.510551067,-0.159022558,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1597832.02,1317313.635
9556,5580348032,0,-0.317038675,-0.297187689,-0.293595527,-0.296640505,-0.295663704,-0.296253076,-0.297860788,-0.299701167,-0.280691722,-0.277591854,-0.261534431,-0.257771417,-0.421979859,1.3826308,-0.563798063,1.303603687,-0.449611653,-0.159022558,0,0,0,0,0,1,1,0,1,0.636372656,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.636372656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1547832.02,1317313.635
9207,10452304678,0,-0.324086088,-0.31161298,-0.306252719,-0.300813102,-0.295600815,-0.289467841,-0.288461301,-0.286956456,-0.279666309,-0.272308716,-0.258091735,-0.253853627,-0.17673468,1.327622011,-0.348831824,1.657846593,-0.590702654,-0.159022558,0,0,0,0,0,1,1,0,1,0.819373597,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.819373597,0.819373597,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1797832.02,1217313.635
9208,10341327592,0,-0.32603776,-0.31460004,-0.312743903,-0.314100814,-0.305402181,-0.296535027,-0.284331254,-0.285602468,-0.27655245,-0.26953156,-0.251960207,-0.245474374,-0.57574608,1.287884687,-0.130842918,0.822148368,-0.76803643,-0.159022558,0,0,0,0,0,1,1,0,1,0.535196875,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.535196875,0.535196875,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1747832.02,1217313.635
9379,11699848919,0,-0.325682022,-0.313226587,-0.306790847,-0.298974015,-0.293314025,-0.287222692,-0.288614871,-0.287998837,-0.282548353,-0.276181702,-0.262947192,-0.260074358,-0.215112199,1.345472482,-0.410450305,2.253648347,-0.51689075,-0.159022558,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1797832.02,1267313.635
9380,13872462489,0,-0.326501294,-0.318244502,-0.314007341,-0.312572125,-0.306501909,-0.301884027,-0.305520923,-0.30517143,-0.30036522,-0.297634769,-0.291376213,-0.29128658,-0.720793288,1.396044479,-0.507563591,2.443611046,-0.631253621,-0.159022558,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1747832.02,1267313.635
9551,9611986042,1034470690,-0.31072305,-0.284668199,-0.278022918,-0.268227911,-0.262757405,-0.253389654,-0.249248693,-0.243309251,-0.223690688,-0.203454598,-0.167236595,-0.14801779,0.205071619,1.411763881,-0.325121134,1.955898465,-0.436381289,3.304300947,0,0,0,0,0,1,1,0,1,1,0,0.321282519,0,0,1,0,0,0,0,0,1,0,0,0,0,0.678717481,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.678717481,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1797832.02,1317313.635
9552,13872462489,0,-0.326501294,-0.318244502,-0.314007341,-0.312572125,-0.306501909,-0.301884027,-0.305520923,-0.30517143,-0.30036522,-0.297634769,-0.291376213,-0.29128658,-0.720793288,1.396044479,-0.507563591,2.443611046,-0.631253621,-0.159022558,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1747832.02,1317313.635
9723,11492555348,824042482.9,-0.310646184,-0.286647192,-0.282862857,-0.275752687,-0.270569151,-0.262736573,-0.262756919,-0.254199106,-0.233108467,-0.216113683,-0.18378973,-0.165021327,-0.245236821,1.451163037,-0.42500248,2.084616183,-0.53504376,2.307123177,0,0,0,0,0,1,1,0,1,1,0,0.290461972,0,0,1,0,0,0,0,0,1,0,0,0,0,0.709538028,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.709538028,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1797832.02,1367313.635
9724,13872462489,0,-0.326501294,-0.318244502,-0.314007341,-0.312572125,-0.306501909,-0.301884027,-0.305520923,-0.30517143,-0.30036522,-0.297634769,-0.291376213,-0.29128658,-0.720793288,1.396044479,-0.507563591,2.443611046,-0.631253621,-0.159022558,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1747832.02,1367313.635
9040,4300836670,25576964.51,-0.274860248,-0.185047632,-0.182767414,-0.172980975,-0.156757902,-0.107665175,-0.056410218,-0.04475226,0.030056152,0.056961676,0.147198813,0.204786058,0.174252979,1.33144704,0.29326214,0.949304162,-0.3459694,-0.06046845,0,0,0,0,0,1,0.501866279,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0.501866279,1,0,0.501866279,1,0,0,0,0,0,1,1,0,0,0,1,0.501866279,0,0,0,0,0,1,0.501866279,-1547832.02,1167313.635
9212,4148167190,39093458.27,-0.331223914,-0.315518069,-0.303727626,-0.302493548,-0.297931416,-0.298666579,-0.298509099,-0.298918396,-0.284961998,-0.280527967,-0.263690631,-0.256474683,-0.351012145,1.439741283,-0.722992643,1.339982351,-0.369383122,-0.003162373,0,0,0,0,0,1,0.312335508,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0.312335508,1,0,0.312335508,1,0,0,0,0,0,1,1,0,0,0,1,0.312335508,0,0,0,0,0,1,0.312335508,-1547832.02,1217313.635
9213,7278029800,110191518.5,-0.331223914,-0.317928259,-0.311755347,-0.312088621,-0.308430854,-0.308494374,-0.305038206,-0.300361809,-0.293252979,-0.290759444,-0.280642619,-0.276579888,-0.698000241,1.431605513,-0.678654974,2.361179397,-0.488193707,0.090990879,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.459235046,0,0.540764954,0.540764954,0,0,0,0,0,0,0,0,0,0.459235046,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,-1497832.02,1217313.635
9385,8151082598,128189297.4,-0.331223914,-0.327355258,-0.318176355,-0.31884313,-0.316477526,-0.315699092,-0.311716612,-0.3052428,-0.304597619,-0.303777004,-0.300698959,-0.299583776,-0.974890872,1.445669961,-0.728440201,2.726106431,-0.487430615,0.10457323,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.254708707,0,0.745291293,0.745291293,0,0,0,0,0,0,0,0,0,0.254708707,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,-1497832.02,1267313.635
9386,8151082598,128189297.4,-0.331223914,-0.327355258,-0.318176355,-0.31884313,-0.316477526,-0.315699092,-0.311716612,-0.3052428,-0.304597619,-0.303777004,-0.300698959,-0.299583776,-0.974890872,1.445669961,-0.728440201,2.726106431,-0.487430615,0.10457323,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.254708707,0,0.745291293,0.745291293,0,0,0,0,0,0,0,0,0,0.254708707,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,-1447832.02,1267313.635
8870,7824221586,115665108.3,-0.331223914,-0.326137145,-0.320824762,-0.321253753,-0.319498252,-0.318935362,-0.315686013,-0.311771795,-0.310394692,-0.310835677,-0.308424928,-0.30782603,-0.893537479,1.329324079,-0.673639838,2.545936409,-0.504569811,0.089403457,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.484671799,0.484671799,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,-1447832.02,1117313.635
9041,7176347899,108362792.7,-0.321608487,-0.306226587,-0.306169514,-0.303272503,-0.299142126,-0.297279735,-0.294179945,-0.289703265,-0.275039313,-0.272043615,-0.249558852,-0.236596708,-0.531492462,1.316613893,-0.610630458,2.417549884,-0.489237264,0.09011513,0,0,0,0,0,1,0,0,1,0.213397071,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.473123459,0,0.303570628,0.303570628,0,0,0,0,0,0,0,0,0,0.473123459,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,-1497832.02,1167313.635
9042,8695559211,128374995.1,-0.331223914,-0.325176842,-0.320778215,-0.320710808,-0.319043138,-0.318329505,-0.315254147,-0.310535917,-0.309489399,-0.30971712,-0.307319921,-0.306617019,-0.942191218,1.35937491,-0.636996586,2.719011111,-0.52484898,0.087965239,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.576170325,0.576170325,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,-1447832.02,1167313.635
9043,10910801374,142751413.3,-0.32694991,-0.319307983,-0.315538561,-0.316643209,-0.313406965,-0.30971801,-0.307343136,-0.301766735,-0.295485227,-0.292305317,-0.284022771,-0.27799237,-0.386191704,1.383048979,-0.616499326,2.845046934,-0.576391144,0.066920328,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.765065994,0.765065994,0,0,0,0,0,0,0,0.44568769,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,-1397832.02,1167313.635
9214,9792974202,155491188.1,-0.331223914,-0.326033116,-0.32009894,-0.321109128,-0.319977656,-0.3188205,-0.313335768,-0.305451119,-0.305894868,-0.306281532,-0.30434676,-0.304278274,-1.032907471,1.417113403,-0.676688673,3.06262021,-0.578900941,0.110830582,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,-1447832.02,1217313.635
